Title,Price,updated price,weight,Product overview,Range,Brand,Volume,URL
"Davidoff Cool Water Man Eau de Toilette Spray 75ml","£25.00","42.5","75ml","Cool Water, Davidoff, Eau de Toilette.

Discover the legendary marine fragrance for men, inspired by the freshness of the ocean. The strength of deep waters and pure masculinity are embodied in this iconic fragrance. The scent unfolds with aromatic notes of mint and lavender, blended with the sensuality of amber. A unique composition that delivers an immediate freshness.

Make your call with Cool Water, your ultimate blend of freshness, power and seduction.

Fragrance Family: Aromatic
Top Notes: Coriander, Mint
Heart Note: Lavender
Base Note: Amber","Cool Water Man","Davidoff","",https://www.fragrancedirect.co.uk/davidoff-cool-water-man-eau-de-toilette-spray-125ml/11079880.html,"https://static.thcdn.com/images/small/original//productimg/512/512/11079879-1055092577431746.jpg","https://static.thcdn.com/images/small/original//productimg/512/512/11079879-2135092577462757.jpg","https://static.thcdn.com/images/small/original//productimg/512/512/11079879-2135092577504445.jpg","https://static.thcdn.com/images/small/original//productimg/512/512/11079879-1945092577572470.jpg","https://static.thcdn.com/images/small/original//productimg/512/512/11079879-1525092577630865.jpg",
"Davidoff Cool Water Man Eau de Toilette Spray 125ml","£19.95","33.915","125ml","Cool Water, Davidoff, Eau de Toilette.

Discover the legendary marine fragrance for men, inspired by the freshness of the ocean. The strength of deep waters and pure masculinity are embodied in this iconic fragrance. The scent unfolds with aromatic notes of mint and lavender, blended with the sensuality of amber. A unique composition that delivers an immediate freshness.

Make your call with Cool Water, your ultimate blend of freshness, power and seduction.

Fragrance Family: Aromatic
Top Notes: Coriander, Mint
Heart Note: Lavender
Base Note: Amber","Cool Water Man","Davidoff","125ml",https://www.fragrancedirect.co.uk/davidoff-cool-water-man-eau-de-toilette-spray-125ml/11079880.html,"https://static.thcdn.com/images/small/original//productimg/512/512/11079880-1655061537198780.jpg","https://static.thcdn.com/images/small/original//productimg/512/512/11079880-1195058491802282.jpg","https://static.thcdn.com/images/small/original//productimg/512/512/11079880-1025058495191640.jpg",
